x4,phi,phidot,KE,PE,rho,P,w,w_avg,rho_drift
1.800000000000000e0,3.823656251026602e-2,-7.071060259426520e-1,2.499994659622052e-1,5.343863752129236e-7,2.500000003485804e-1,2.499989315758300e-1,9.999957249090043e-1,3.133057343863462e-1,1.394321769154772e-9
1.850000000000000e0,2.881231601883498e-3,-7.071067816667471e-1,2.500000003395524e-1,1.722870706548514e-11,2.500000003567811e-1,2.500000003223237e-1,9.999999998621703e-1,3.318649810890284e-1,1.427124418640346e-9
1.900000000000000e0,-3.247410387345269e-2,-7.071063884965552e-1,2.499997223263206e-1,2.780281120883004e-7,2.500000003544326e-1,2.499994442982085e-1,9.999977757751065e-1,3.494474523187549e-1,1.417730599584388e-9
1.950000000000000e0,-6.782930298888343e-2,-7.070992978100987e-1,2.499947084817674e-1,5.291873156891846e-6,2.500000003549243e-1,2.499894166086105e-1,9.999576650148049e-1,3.661277156027600e-1,1.419697026605604e-9
2.000000000000000e0,-1.031836159539757e-1,-7.070667032967067e-1,2.499716614554366e-1,2.833889951921878e-5,2.500000003549558e-1,2.499433225559173e-1,9.997732888041680e-1,3.819711596354282e-1,1.419823147941202e-9
2.050000000000000e0,-1.385350212798022e-1,-7.069765450009260e-1,2.499079175907232e-1,9.208275655364362e-5,2.500000003472768e-1,2.498158348341695e-1,9.992633379485941e-1,3.970332853364270e-1,1.389107273652712e-9
2.100000000000000e0,-1.738795634176311e-1,-7.067835243060050e-1,2.497714751152086e-1,2.285252396184139e-4,2.500000003548270e-1,2.495429498755902e-1,9.981717980856475e-1,4.113591015907294e-1,1.419308004457775e-9
2.150000000000000e0,-2.092106916487113e-1,-7.064291422724426e-1,2.495210665258895e-1,4.789338241468629e-4,2.500000003500363e-1,2.490421327017426e-1,9.961685294121896e-1,4.249826146641755e-1,1.400145333008140e-9
2.200000000000000e0,-2.445186018479452e-1,-7.058417795182440e-1,2.491063088567407e-1,8.936914931987197e-4,2.500000003499394e-1,2.482126173635420e-1,9.928504680644180e-1,4.379264074840422e-1,1.399757643127941e-9
2.250000000000000e0,-2.797895837418143e-1,-7.049368400113589e-1,2.484679742026001e-1,1.532026146432468e-3,2.500000003490326e-1,2.469359480561676e-1,9.877437908456516e-1,4.502013124167308e-1,1.396130322461886e-9
2.300000000000000e0,-3.150053775118300e-1,-7.036169868726480e-1,2.475384321078720e-1,2.461568239391647e-3,2.500000003472637e-1,2.450768638684804e-1,9.803074541122209e-1,4.618061887224309e-1,1.389054649081345e-9
2.350000000000000e0,-3.501425451738457e-1,-7.017725022990450e-1,2.462423224915316e-1,3.757677858981988e-3,2.500000003505136e-1,2.424846446325496e-1,9.699385771702917e-1,4.727278233377251e-1,1.402054250476681e-9
2.400000000000000e0,-3.851718637831713e-1,-6.992818079032226e-1,2.444975234321997e-1,5.502476911488239e-3,2.500000003436880e-1,2.389950465207115e-1,9.559801847686105e-1,4.829409807883860e-1,1.374751867899704e-9
2.450000000000000e0,-4.200577494980509e-1,-6.960121851202618e-1,2.422164809179408e-1,7.783519427334682e-3,2.500000003452754e-1,2.344329614906061e-1,9.377318446673213e-1,4.924086345420509e-1,1.381101677466745e-9
2.500000000000000e0,-4.547577235231020e-1,-6.918207369435607e-1,2.393079660325657e-1,1.069203431180509e-2,2.500000003443708e-1,2.286159317207606e-1,9.144637256233840e-1,5.010824175541170e-1,1.377483238584887e-9
2.550000000000000e0,-4.892219330495023e-1,-6.865556333468984e-1,2.356793188401804e-1,1.432068150117941e-2,2.500000003413598e-1,2.213586373390010e-1,8.854345481469968e-1,5.089033336194321e-1,1.365439317169148e-9
2.600000000000000e0,-5.233927424169484e-1,-6.800576806917094e-1,2.312392245338935e-1,1.876077580673448e-2,2.500000003406279e-1,2.124784487271590e-1,8.499137937506184e-1,5.158027727988432e-1,1.362511659053212e-9
