a,z,N,t,phi,phidot,H,KE,PE,rho_phi,P_phi,w_phi,Omega_phi,Omega_m,Omega_r,q_dec
5.769498103804868e-1,7.332530178673951e-1,-5.499999999999998e-1,4.995743672160849e-1,3.057758439631598e-1,2.267312310376126e-2,1.504431011888415e0,2.570352556391564e-4,2.101124825475440e0,2.101381860731079e0,-2.100867790219801e0,-9.997553654950179e-1,3.094846901505023e-1,6.901803578368315e-1,3.349520126661764e-4,3.605400673154135e-2
5.827482523739896e-1,7.160068621848585e-1,-5.400000000000000e-1,5.062558435509117e-1,3.059282690924939e-1,2.295291805191807e-2,1.488996603907884e0,2.634182235490332e-4,2.101102829526671e0,2.101366247750220e0,-2.100839411303122e0,-9.997492886127479e-1,3.159316118097035e-1,6.837398635469134e-1,3.285246433828359e-4,2.638565608614640e-2
5.886049696783551e-1,6.989323086185510e-1,-5.300000000000002e-1,5.130062495684148e-1,3.060841622628270e-1,2.323472684943028e-2,1.473863825707180e0,2.699262658838182e-4,2.101080321777869e0,2.101350248043753e0,-2.100810395511985e0,-9.997430925509585e-1,3.224500669414646e-1,6.772277750972617e-1,3.221579612738469e-4,1.661023830465180e-2
5.945205479701946e-1,6.820276496988855e-1,-5.199999999999996e-1,5.198256297641378e-1,3.062435768475523e-1,2.351851725913164e-2,1.459028226922437e0,2.765603270340365e-4,2.101057293751787e0,2.101333854078821e0,-2.100780733424753e0,-9.997367764037141e-1,3.290382711854559e-1,6.706458762405859e-1,3.158525739580967e-4,6.730435464380458e-3
6.004955788122661e-1,6.652911949458857e-1,-5.099999999999998e-1,5.267140083178595e-1,3.064065659658406e-1,2.380425562089498e-2,1.444485402240217e0,2.833212928324552e-4,2.101033736974495e0,2.101317058267327e0,-2.100750415681663e0,-9.997303393205536e-1,3.356943384104570e-1,6.639960524912292e-1,3.096090983138917e-4,-3.250917721455471e-3
6.065306597126334e-1,6.487212707001282e-1,-5.000000000000000e-1,5.336713888836719e-1,3.065731824334340e-1,2.409190686364827e-2,1.430230990482663e0,2.902099881633513e-4,2.101009642981707e0,2.101299852969870e0,-2.100719432993543e0,-9.997237805087615e-1,3.424162817902204e-1,6.572802900511743e-1,3.034281586054100e-4,-1.333083552930581e-2
6.126263941844159e-1,6.323162199553793e-1,-4.900000000000002e-1,5.406977544312048e-1,3.067434787139001e-1,2.438143452201302e-2,1.416260673731666e0,2.972271746756042e-4,2.100985003325054e0,2.101282230499729e0,-2.100687776150378e0,-9.997170992355415e-1,3.492020151706215e-1,6.505006744448217e-1,2.973103845566949e-4,-2.350618328809062e-2
6.187833918061406e-1,6.160744021928941e-1,-4.800000000000004e-1,5.477930669385285e-1,3.069175068736010e-1,2.467280073711545e-2,1.402570176492322e0,3.043735481067023e-4,2.100959809577836e0,2.101264183125942e0,-2.100655436029729e0,-9.997102948305588e-1,3.560493547312958e-1,6.436593888593254e-1,2.912564093786698e-4,-3.377367988429147e-2
6.250022682827010e-1,5.999941932173598e-1,-4.699999999999998e-1,5.549572673916141e-1,3.070953185288544e-1,2.496596629016891e-2,1.389155264896340e0,3.116497364009253e-4,2.100934053341933e0,2.101245703078334e0,-2.100622403605532e0,-9.997033666877276e-1,3.629560209440124e-1,6.367587121882328e-1,2.852668677548862e-4,-4.412990071208844e-2
6.312836455069260e-1,5.840739849944818e-1,-4.600000000000000e-1,5.621902755120293e-1,3.072769648005307e-1,2.526089060676745e-2,1.376011745945243e0,3.190562971235359e-4,2.100907726253652e0,2.101226782550776e0,-2.100588669956529e0,-9.996963142676715e-1,3.699196408279189e-1,6.298010167782886e-1,2.793423937924369e-4,-5.457128106944087e-2
6.376281516217732e-1,5.683121854901689e-1,-4.500000000000002e-1,5.694919897413548e-1,3.074624962627182e-1,2.555753178832837e-2,1.363135466793908e0,3.265937155557076e-4,2.100880819990467e0,2.101207413706022e0,-2.100554226274911e0,-9.996891370995311e-1,3.769377505011000e-1,6.227887658799556e-1,2.734836189444572e-4,-6.509411999855219e-2
6.440364210831411e-1,5.527072185113366e-1,-4.400000000000004e-1,5.768622871658593e-1,3.076519628943483e-1,2.585584663635105e-2,1.350522314074344e0,3.342624026412530e-4,2.100853326277350e0,2.101187588679991e0,-2.100519063874708e0,-9.996818347829177e-1,3.840077980257713e-1,6.157245108043174e-1,2.676911699112630e-4,-7.569458456707145e-2
6.505090947233167e-1,5.372575235482808e-1,-4.299999999999997e-1,5.843010233683363e-1,3.078454140302606e-1,2.615579067019705e-2,1.338168213259770e0,3.420626927915834e-4,2.100825236893221e0,2.101167299586013e0,-2.100483174200429e0,-9.996744069900011e-1,3.911271465432089e-1,6.086108877902636e-1,2.619656665273148e-4,-8.636871458414674e-2
6.570468198150569e-1,5.219615556186337e-1,-4.199999999999999e-1,5.918080325801117e-1,3.080428983118423e-1,2.645731817334604e-2,1.326069128069061e0,3.499948424628332e-4,2.100796543677487e0,2.101146538519950e0,-2.100446548835024e0,-9.996668534668605e-1,3.982930776929834e-1,6.014506145873751e-1,2.563077196414517e-4,-9.711242774264417e-2
6.636502501363193e-1,5.068177851128537e-1,-4.100000000000001e-1,5.993831275116217e-1,3.082444636386502e-1,2.676038220887486e-2,1.314221059911187e0,3.580590279825331e-4,2.100767238536474e0,2.101125297564456e0,-2.100409179508491e0,-9.996591740355538e-1,4.055027953092286e-1,5.942464867617732e-1,2.507179289981715e-4,-1.079215251773985e-1
6.703200460356391e-1,4.918246976412708e-1,-4.000000000000004e-1,6.070260995473664e-1,3.084501571204183e-1,2.706493466917646e-2,1.302620047369660e0,3.662553443233949e-4,2.100737313449839e0,2.101103568794163e0,-2.100371058105516e0,-9.996513685952818e-1,4.127534293854911e-1,5.870013737333812e-1,2.451968811277474e-4,-1.187916974258395e-1
6.770568744981649e-1,4.769807938826423e-1,-3.899999999999997e-1,6.147367187374764e-1,3.086600250293350e-1,2.737092630613415e-2,1.291262165726470e0,3.745838034279133e-4,2.100706760476989e0,2.101081344280416e0,-2.100332176673561e0,-9.996434371239863e-1,4.200420402978298e-1,5.797182145549169e-1,2.397451472532338e-4,-1.297185307762149e-1
6.838614092123559e-1,4.622845894342245e-1,-3.799999999999999e-1,6.225147338880245e-1,3.088741127521271e-1,2.767830677091586e-2,1.280143526525199e0,3.830443328524633e-4,2.100675571763554e0,2.101058616096406e0,-2.100292527430701e0,-9.996353796796360e-1,4.273656232745621e-1,5.724000134442156e-1,2.343632812223974e-4,-1.406975139855253e-1
6.907343306373546e-1,4.477346146633248e-1,-3.700000000000001e-1,6.303598728038012e-1,3.090924647460464e-1,2.798702466598821e-2,1.269260277172743e0,3.916367748273163e-4,2.100643739547355e0,2.101035376322182e0,-2.100252102772528e0,-9.996271964011261e-1,4.347211130994494e-1,5.650498350830779e-1,2.290518174726810e-4,-1.517240453472326e-1
