a,z,N,t,s,H,K_Psi,U_Psi,rho_Psi,P_Psi,w_Psi,Omega_Psi,Omega_m,Omega_r,q_dec
1.028144045174730e-3,9.716263597918843e2,-6.880000000000000e0,2.020123062484528e-5,9.201065158394365e8,2.594617320885778e4,9.659959405336592e8,9.659960451733223e8,9.659960451733223e8,-1.046396631002426e2,-1.083230760645648e-7,4.783078049951543e-1,4.100272639598510e-1,1.116649310449948e-1,5.558323878048383e-1
1.038477064615328e-3,9.619485658120136e2,-6.870000000000000e0,2.058965739600324e-5,8.929132587677250e8,2.554568149162299e4,9.374464467307128e8,9.374465506321434e8,9.374465506321434e8,-1.039014306068420e2,-1.108345115685694e-7,4.788398374203660e-1,4.104833450311453e-1,1.106768175484887e-1,5.553383291662755e-1
1.048913932627788e-3,9.523670674911842e2,-6.860000000000000e0,2.098417274258194e-5,8.665236838851786e8,2.515149533793504e4,9.097407179640428e8,9.097408211324492e8,9.097408211324492e8,-1.031684063673019e2,-1.134041739403457e-7,4.793677433166369e-1,4.109358886250624e-1,1.096963680583006e-1,5.548481024856959e-1
1.059455692907610e-3,9.428809066715780e2,-6.850000000000000e0,2.138487013847780e-5,8.409140388007368e8,2.476351265256820e4,8.828538172158254e8,8.828539196563792e8,8.828539196563792e8,-1.024405537843704e2,-1.160334133221141e-7,4.798915444212710e-1,4.113849133718803e-1,1.087235422068487e-1,5.543616875782440e-1
1.070103399639604e-3,9.334891347292100e2,-6.840000000000000e0,2.179184447673357e-5,8.160612731158283e8,2.438163305507400e4,8.567615444718999e8,8.567616461897360e8,8.567616461897360e8,-1.017178361415863e2,-1.187236107202949e-7,4.804112625433501e-1,4.118304379614426e-1,1.077582994952073e-1,5.538790641933635e-1
1.080858117603318e-3,9.241908124790585e2,-6.830000000000000e0,2.220519209102044e-5,7.919430176615369e8,2.400575784958845e4,8.314404149234084e8,8.314405159236255e8,8.314405159236255e8,-1.010002170801163e2,-1.214761791157315e-7,4.809269195547903e-1,4.122724811434798e-1,1.068005993017300e-1,5.534002120191184e-1
1.091720922279511e-3,9.149850100811499e2,-6.820000000000000e0,2.262501077744478e-5,7.685375643743449e8,2.363578999536902e4,8.068676378388619e8,8.068677381265231e8,8.068677381265231e8,-1.002876611948013e2,-1.242925654620919e-7,4.814385373887906e-1,4.127110617221922e-1,1.058504008890172e-1,5.529251106856625e-1
1.102692899957703e-3,9.058708069475719e2,-6.810000000000000e0,2.305139981667499e-5,7.458238467660384e8,2.327163407787263e4,7.830210960600028e8,7.830211956401348e8,7.830211956401348e8,-9.958013200759888e1,-1.271742483544003e-7,4.819461380385622e-1,4.131461985506836e-1,1.049076634107544e-1,5.524537397686706e-1
1.113775147844803e-3,8.968472916504176e2,-6.800000000000000e0,2.348445999640155e-5,7.237814209596617e8,2.291319628028359e4,7.598793260919447e8,7.598794249695393e8,7.598794249695393e8,-9.887759459018707e1,-1.301227422478846e-7,4.824497435526954e-1,4.135779105281466e-1,1.039723459191579e-1,5.519860787930535e-1
1.124968774174837e-3,8.879135618306368e2,-6.790000000000000e0,2.392429363414252e-5,7.023904472890429e8,2.256038435558548e4,7.374214987849944e8,7.374215969650078e8,7.374215969650078e8,-9.818001341819763e1,-1.331395959036641e-7,4.829493760315619e-1,4.140062165963305e-1,1.030444073721076e-1,5.515221072365273e-1
1.136274898319766e-3,8.790687241078031e2,-6.780000000000000e0,2.437100460038525e-5,6.816316724329062e8,2.221310759907159e4,7.156274005777196e8,7.156274980650736e8,7.156274980650736e8,-9.748735404014587e1,-1.362263947202180e-7,4.834450576204289e-1,4.144311357387332e-1,1.021238066408378e-1,5.510618045334523e-1
1.147694650901426e-3,8.703118939907722e2,-6.770000000000000e0,2.482469834208487e-5,6.614864120898591e8,2.187127682145528e4,6.944774153078700e8,6.944775121074511e8,6.944775121074511e8,-9.679958105087280e1,-1.393847596231623e-7,4.839368105070007e-1,4.148526869763681e-1,1.012105025166313e-1,5.506051500781914e-1
1.159229173904591e-3,8.616421957892370e2,-6.760000000000000e0,2.528548190651963e-5,6.419365341660779e8,2.153480432247951e4,6.739525065615636e8,6.739526026782241e8,6.739526026782241e8,-9.611666047573090e1,-1.426163502848965e-7,4.844246569194993e-1,4.152708893631736e-1,1.003044537173271e-1,5.501521232283488e-1
